#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Legionella endosymbiont of Polyplax serrata,Bacteria;Proteobacteria;Gammaproteobacteria,PsAG,SAMN07171993,PRJNA388159,GCA_002776555.1,Complete,"0,529746",23,chromosome:NZ_CP021497.1/CP021497.1,,1,470,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/555/GCA_002776555.1_ASM277655v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/555/GCF_002776555.1_ASM277655v1
Legionella fallonii LLAP-10,Bacteria;Proteobacteria;Gammaproteobacteria,LLAP-10,SAMEA2785663,PRJEB7322,GCA_000953135.1,Complete,"4,43489","38,3339",chromosome I:NZ_LN614827.1/LN614827.1; plasmid II:NZ_LN614828.1/LN614828.1; plasmid III:NZ_LN614829.1/LN614829.1,,3,3645,2014-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/135/GCA_000953135.1_LFA,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/135/GCF_000953135.1_LFA
Legionella geestiana,Bacteria;Proteobacteria;Gammaproteobacteria,1308,SAMN11265776,PRJNA528641,GCA_004571195.1,Complete,"2,66675","50,8425",chromosome:NZ_CP038271.1/CP038271.1; plasmid unnamed:NZ_CP038272.1/CP038272.1,,2,2299,2019-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/571/195/GCA_004571195.1_ASM457119v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/571/195/GCF_004571195.1_ASM457119v1
Legionella hackeliae,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC35250,SAMEA2785664,PRJEB7321,GCA_000953655.1,Complete,"3,57086","38,9454",chromosome I:NZ_LN681225.1/LN681225.1; plasmid II:NZ_LN681226.1/LN681226.1,,2,3103,2014-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/655/GCA_000953655.1_LHA,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/655/GCF_000953655.1_LHA
Legionella israelensis,Bacteria;Proteobacteria;Gammaproteobacteria,L18-01051,SAMN12276320,PRJNA528641,GCA_007361795.1,Complete,"3,11164","39,7896",chromosome:NZ_CP041668.1/CP041668.1; plasmid unnamed:NZ_CP041669.1/CP041669.1,,2,2719,2019-07-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/361/795/GCA_007361795.1_ASM736179v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/361/795/GCF_007361795.1_ASM736179v1
Legionella jordanis,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11533,SAMEA4552886,PRJEB6403,GCA_900637635.1,Complete,"3,13372","41,7",chromosome 1:NZ_LR134383.1/LR134383.1,,1,2766,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/635/GCA_900637635.1_52313_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/635/GCF_900637635.1_52313_A01
Legionella lansingensis,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12830,SAMEA44548918,PRJEB6403,GCA_900187355.1,Complete,"2,98926","40,7",chromosome 1:NZ_LT906451.1/LT906451.1,,1,2636,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/355/GCA_900187355.1_51342_E02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/355/GCF_900187355.1_51342_E02
Legionella longbeachae NSW150,Bacteria;Proteobacteria;Gammaproteobacteria,NSW150,SAMEA2272007,PRJEA39579,GCA_000091785.1,Complete,"4,14916","37,119",chromosome:NC_013861.1/FN650140.1; plasmid pLLO:NC_014544.1/FN650141.1,,2,3468,2010-02-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/785/GCA_000091785.1_ASM9178v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/785/GCF_000091785.1_ASM9178v1
Legionella pneumophila,Bacteria;Proteobacteria;Gammaproteobacteria,C9_S,SAMN05180030,PRJNA323476,GCA_001753085.1,Complete,"3,50407","38,3271",chromosome:NZ_CP015941.1/CP015941.1; plasmid unnamed1:NZ_CP015942.1/CP015942.1; plasmid unamed2:NZ_CP015943.1/CP015943.1,,3,3062,2016-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/085/GCA_001753085.1_ASM175308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/085/GCF_001753085.1_ASM175308v1
Legionella sainthelensi,Bacteria;Proteobacteria;Gammaproteobacteria,LA01-117,SAMN06853936,PRJNA384907,GCA_002848365.2,Complete,"4,59728","36,9047",chromosome:NZ_CP025491.2/CP025491.2; plasmid pLA01-117_113k:NZ_CP025493.2/CP025493.2; plasmid pLA01-117_150k:NZ_CP025492.2/CP025492.2,,3,3822,2017-12-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/365/GCA_002848365.2_ASM284836v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/365/GCF_002848365.2_ASM284836v2
Legionella spiritensis,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12082,SAMEA44548168,PRJEB6403,GCA_900637495.1,Complete,"3,40767","45,2",chromosome 1:NZ_LR134374.1/LR134374.1,,1,2962,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/495/GCA_900637495.1_51342_D02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/495/GCF_900637495.1_51342_D02
Legionella waltersii,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC13017,SAMEA4504053,PRJEB6403,GCA_900187095.1,Complete,"3,7357","39,2",chromosome 1:NZ_LT906442.1/LT906442.1,,1,3311,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/095/GCA_900187095.1_51699_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/095/GCF_900187095.1_51699_A01
Leminorella richardii,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12151,SAMEA2548145,PRJEB6403,GCA_900478135.1,Complete,"3,97627","51,9",chromosome 1:NZ_LS483470.1/LS483470.1,,1,3401,2018-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/135/GCA_900478135.1_28193_H01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/135/GCF_900478135.1_28193_H01
Limnobaculum parvum,Bacteria;Proteobacteria;Gammaproteobacteria,HYN0051,SAMN08969739,PRJNA451400,GCA_003096015.2,Complete,"3,84177",46,chromosome:NZ_CP029185.2/CP029185.2,,1,3062,2018-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/015/GCA_003096015.2_ASM309601v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/015/GCF_003096015.2_ASM309601v2
Litoricola lipolytica,Bacteria;Proteobacteria;Gammaproteobacteria,IMCC 1097,SAMN13193731,PRJNA587557,GCA_009650135.1,Complete,"2,34604","58,8",chromosome:NZ_CP045871.1/CP045871.1,,1,2328,2019-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/135/GCA_009650135.1_ASM965013v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/135/GCF_009650135.1_ASM965013v1
Litorilituus sediminis,Bacteria;Proteobacteria;Gammaproteobacteria,JCM 17549,SAMN10662180,PRJNA512160,GCA_004295665.1,Complete,"4,27572","39,4",chromosome:NZ_CP034759.1/CP034759.1,,1,3683,2019-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/665/GCA_004295665.1_ASM429566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/665/GCF_004295665.1_ASM429566v1
Lonsdalea britannica,Bacteria;Proteobacteria;Gammaproteobacteria,477,SAMN07554530,PRJNA342025,GCA_003515985.1,Complete,"4,01557","55,1",chromosome:NZ_CP023009.1/CP023009.1,,1,3390,2018-09-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/985/GCA_003515985.1_ASM351598v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/985/GCF_003515985.1_ASM351598v1
Lonsdalea populi,Bacteria;Proteobacteria;Gammaproteobacteria,N-5-1,SAMN16993121,PRJNA682499,GCA_015999465.1,Complete,"3,85971","55,5",chromosome:NZ_CP065534.1/CP065534.1,,1,3224,2020-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/999/465/GCA_015999465.1_ASM1599946v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/999/465/GCF_015999465.1_ASM1599946v1
Luteibacter pinisoli,Bacteria;Proteobacteria;Gammaproteobacteria,MAH-14,SAMN12043969,PRJNA548583,GCA_006385595.1,Complete,"4,6107","66,1",chromosome:NZ_CP041046.1/CP041046.1,,1,4092,2019-06-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/385/595/GCA_006385595.1_ASM638559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/595/GCF_006385595.1_ASM638559v1
Luteibacter rhizovicinus DSM 16549,Bacteria;Proteobacteria;Gammaproteobacteria,LJ96,SAMN05853519,PRJNA344944,GCA_001887595.1,Complete,"4,76549","64,7",chromosome:NZ_CP017480.1/CP017480.1,,1,4275,2016-11-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/595/GCA_001887595.1_ASM188759v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/595/GCF_001887595.1_ASM188759v1
Luteimonas chenhongjianii,Bacteria;Proteobacteria;Gammaproteobacteria,100111,SAMN07357069,PRJNA407011,GCA_002327105.1,Complete,"3,35178","68,3",chromosome:NZ_CP023406.1/CP023406.1,,1,2912,2017-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/327/105/GCA_002327105.1_ASM232710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/327/105/GCF_002327105.1_ASM232710v1
Luteimonas granuli,Bacteria;Proteobacteria;Gammaproteobacteria,Gr-4,SAMN12358944,PRJNA556523,GCA_007795095.1,Complete,"2,9174","70,5",chromosome:NZ_CP042218.1/CP042218.1,,1,2500,2019-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/795/095/GCA_007795095.1_ASM779509v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/795/095/GCF_007795095.1_ASM779509v1
Lysobacter alkalisoli,Bacteria;Proteobacteria;Gammaproteobacteria,SJ-36,SAMN12136107,PRJNA550965,GCA_006547045.1,Complete,"3,85709","66,6",chromosome:NZ_CP041242.1/CP041242.1,,1,3269,2019-07-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/547/045/GCA_006547045.1_ASM654704v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/547/045/GCF_006547045.1_ASM654704v1
Lysobacter antibioticus,Bacteria;Proteobacteria;Gammaproteobacteria,76,SAMN03275727,PRJNA271656,GCA_001442745.1,Complete,"5,91639","66,8",chromosome:NZ_CP011129.1/CP011129.1,,1,4766,2015-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/745/GCA_001442745.1_ASM144274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/745/GCF_001442745.1_ASM144274v1
Lysobacter arenosi,Bacteria;Proteobacteria;Gammaproteobacteria,R7,SAMN14683410,PRJNA627768,GCA_016613475.2,Complete,"3,94789","66,9",chromosome:NZ_CP071517.1/CP071517.1,,1,3424,2021-03-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/613/475/GCA_016613475.2_ASM1661347v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/613/475/GCF_016613475.2_ASM1661347v2
Lysobacter capsici,Bacteria;Proteobacteria;Gammaproteobacteria,KNU-14,SAMN07632944,PRJNA406855,GCA_002355295.1,Complete,"6,27042","66,8",chromosome:NZ_CP023465.1/CP023465.1,,1,5053,2017-09-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/295/GCA_002355295.1_ASM235529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/295/GCF_002355295.1_ASM235529v1
Lysobacter caseinilyticus,Bacteria;Proteobacteria;Gammaproteobacteria,KVB24,SAMN18451832,PRJNA716779,GCA_018406605.1,Complete,"3,27065","67,9",chromosome:NZ_AP024545.1/AP024545.1,,1,3089,2021-03-30T23:05:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/406/605/GCA_018406605.1_ASM1840660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/406/605/GCF_018406605.1_ASM1840660v1
Lysobacter enzymogenes,Bacteria;Proteobacteria;Gammaproteobacteria,M497-1,SAMD00025316,PRJDB3483,GCA_002355975.1,Complete,"6,09602","69,4",chromosome:NZ_AP014940.1/AP014940.1,,1,4789,2016-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/975/GCA_002355975.1_ASM235597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/975/GCF_002355975.1_ASM235597v1
Lysobacter gummosus,Bacteria;Proteobacteria;Gammaproteobacteria,3.2.11,SAMN03275729,PRJNA271656,GCA_001442805.1,Complete,"6,05662","66,5",chromosome:NZ_CP011131.1/CP011131.1,,1,4897,2015-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/805/GCA_001442805.1_ASM144280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/805/GCF_001442805.1_ASM144280v1
Lysobacter helvus,Bacteria;Proteobacteria;Gammaproteobacteria,D10,SAMN18452709,PRJNA716799,GCA_018406645.1,Complete,"3,27062","67,9",chromosome:NZ_AP024546.1/AP024546.1,,1,3089,2021-03-30T23:05:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/406/645/GCA_018406645.1_ASM1840664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/406/645/GCF_018406645.1_ASM1840664v1
Lysobacter maris,Bacteria;Proteobacteria;Gammaproteobacteria,HZ9B,SAMN08794310,PRJNA445622,GCA_003233695.1,Complete,"4,01805",69,chromosome:NZ_CP029843.1/CP029843.1,,1,3390,2018-06-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/233/695/GCA_003233695.1_ASM323369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/233/695/GCF_003233695.1_ASM323369v1
Lysobacter oculi,Bacteria;Proteobacteria;Gammaproteobacteria,83-4,SAMN08935026,PRJNA450319,GCA_003293695.1,Complete,"2,59282","67,1",chromosome:NZ_CP029556.1/CP029556.1,,1,2392,2018-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/695/GCA_003293695.1_ASM329369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/293/695/GCF_003293695.1_ASM329369v1
Lysobacter soli,Bacteria;Proteobacteria;Gammaproteobacteria,XL170,SAMN13499260,PRJNA594004,GCA_009755585.1,Complete,"4,1098","67,6",chromosome:NZ_CP046603.1/CP046603.1,,1,3629,2019-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/755/585/GCA_009755585.1_ASM975558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/755/585/GCF_009755585.1_ASM975558v1
Mannheimia bovis,Bacteria;Proteobacteria;Gammaproteobacteria,ZY190616,SAMN16077668,PRJNA662179,GCA_014541205.1,Complete,"2,15516","39,8",chromosome:NZ_CP061280.1/CP061280.1,,1,2039,2020-09-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/541/205/GCA_014541205.1_ASM1454120v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/541/205/GCF_014541205.1_ASM1454120v1
Mannheimia granulomatis,Bacteria;Proteobacteria;Gammaproteobacteria,B 234/94,SAMN04536518,PRJNA283783,GCA_011455695.1,Complete,"2,27848","39,8",chromosome:NZ_CP015030.1/CP015030.1,,1,2075,2020-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/455/695/GCA_011455695.1_ASM1145569v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/455/695/GCF_011455695.1_ASM1145569v1
Mannheimia haemolytica,Bacteria;Proteobacteria;Gammaproteobacteria,191,SAMN07537192,PRJNA172854,GCA_002285575.1,Complete,"2,75708","41,1017",chromosome:NZ_CP023044.1/CP023044.1; plasmid pL.24464.X.191:NZ_CP023045.1/CP023045.1,,2,2685,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/575/GCA_002285575.1_ASM228557v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/575/GCF_002285575.1_ASM228557v1
Mannheimia ovis,Bacteria;Proteobacteria;Gammaproteobacteria,ZY170218,SAMN13386910,PRJNA591732,GCA_009828705.1,Complete,"2,1437","39,1",chromosome:NZ_CP046531.1/CP046531.1,,1,2010,2020-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/828/705/GCA_009828705.1_ASM982870v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/828/705/GCF_009828705.1_ASM982870v1
Mannheimia pernigra,Bacteria;Proteobacteria;Gammaproteobacteria,16CN0041,SAMN15211747,PRJNA638810,GCA_013378015.1,Complete,"2,26274","39,3358",chromosome:NZ_CP055302.1/CP055302.1; plasmid pMP1:NZ_CP055303.1/CP055303.1; plasmid pMP2:NZ_CP055304.1/CP055304.1,,3,2131,2020-07-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/378/015/GCA_013378015.1_ASM1337801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/378/015/GCF_013378015.1_ASM1337801v1
Mannheimia varigena USDA-ARS-USMARC-1312,Bacteria;Proteobacteria;Gammaproteobacteria,USDA-ARS-USMARC-1312,SAMN03081507,PRJNA230707,GCA_000521695.1,Complete,"2,13193","40,5",chromosome:NZ_CP006944.1/CP006944.1,,1,1920,2014-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/695/GCA_000521695.1_ASM52169v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/695/GCF_000521695.1_ASM52169v1
Marichromatium purpuratum 984,Bacteria;Proteobacteria;Gammaproteobacteria,984,SAMN02256540,PRJNA62513,GCA_000224005.3,Complete,"3,77911","67,9",chromosome:NZ_CP007031.1/CP007031.1,,1,3223,2014-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/005/GCA_000224005.3_ASM22400v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3
Marinobacter adhaerens,Bacteria;Proteobacteria;Gammaproteobacteria,HP15-B,SAMN19272548,PRJNA731154,GCA_018972165.1,Complete,"4,42086","57,2",chromosome:NZ_CP076686.1/CP076686.1,,1,4051,2021-06-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/972/165/GCA_018972165.1_ASM1897216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/972/165/GCF_018972165.1_ASM1897216v1
Marinobacter fonticola,Bacteria;Proteobacteria;Gammaproteobacteria,CS412,SAMN12612374,PRJNA561237,GCA_008122265.1,Complete,"4,54393",58,chromosome:NZ_CP043042.1/CP043042.1,,1,3936,2019-08-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/122/265/GCA_008122265.1_ASM812226v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/122/265/GCF_008122265.1_ASM812226v1
Marinobacter nauticus ATCC 49840,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 49840,SAMEA2272383,PRJEA91119,GCA_000284615.1,Complete,"3,98948","57,4",chromosome:NC_017067.1/FO203363.1,,1,3592,2012-03-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/615/GCA_000284615.1_ASM28461v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/615/GCF_000284615.1_ASM28461v1
Marinobacter psychrophilus,Bacteria;Proteobacteria;Gammaproteobacteria,20041,SAMN03701403,PRJNA284323,GCA_001043175.1,Complete,"3,9986","53,8",chromosome:NZ_CP011494.1/CP011494.1,,1,3524,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/175/GCA_001043175.1_ASM104317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/175/GCF_001043175.1_ASM104317v1
Marinobacter salinus,Bacteria;Proteobacteria;Gammaproteobacteria,Hb8,SAMN05920294,PRJNA349097,GCA_001854125.1,Complete,"4,12101","55,9",chromosome:NZ_CP017715.1/CP017715.1,,1,3724,2016-10-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/125/GCA_001854125.1_ASM185412v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1
Marinobacterium aestuarii,Bacteria;Proteobacteria;Gammaproteobacteria,ST58-10,SAMN04939310,PRJNA320435,GCA_001651805.1,Complete,"5,19161","58,8",chromosome:NZ_CP015839.1/CP015839.1,,1,4457,2016-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/805/GCA_001651805.1_ASM165180v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/805/GCF_001651805.1_ASM165180v1
Marinobacterium georgiense,Bacteria;Proteobacteria;Gammaproteobacteria,IC961,SAMN07302604,PRJNA392473,GCA_017310015.1,Complete,"4,05329","55,3",chromosome:NZ_CP022297.1/CP022297.1,,1,3683,2021-03-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/310/015/GCA_017310015.1_ASM1731001v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/310/015/GCF_017310015.1_ASM1731001v1
Marinomonas algicola,Bacteria;Proteobacteria;Gammaproteobacteria,SM1966,SAMN16223694,PRJNA664550,GCA_014805825.1,Complete,"4,49044","41,6465",chromosome:NZ_CP061941.1/CP061941.1; plasmid punamed1:NZ_CP061942.1/CP061942.1,,2,3936,2020-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/805/825/GCA_014805825.1_ASM1480582v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/825/GCF_014805825.1_ASM1480582v1
Marinomonas arctica,Bacteria;Proteobacteria;Gammaproteobacteria,BSI20414,SAMN15963190,PRJNA660889,GCA_014623465.1,Complete,"4,54002","44,5",chromosome:NZ_CP061081.1/CP061081.1,,1,4083,2020-09-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/623/465/GCA_014623465.1_ASM1462346v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/623/465/GCF_014623465.1_ASM1462346v1
Marinomonas foliarum,Bacteria;Proteobacteria;Gammaproteobacteria,JZW,SAMN17839520,PRJNA700815,GCA_016906065.1,Complete,"3,99479","43,5",chromosome:NZ_CP070273.1/CP070273.1,,1,3562,2021-02-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/065/GCA_016906065.1_ASM1690606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/065/GCF_016906065.1_ASM1690606v1
Marinomonas mediterranea MMB-1,Bacteria;Proteobacteria;Gammaproteobacteria,MMB-1,SAMN00713593,PRJNA51765,GCA_000192865.1,Complete,"4,68432","44,1",chromosome:NC_015276.1/CP002583.1,,1,4133,2011-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/865/GCA_000192865.1_ASM19286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/865/GCF_000192865.1_ASM19286v1
Marinomonas posidonica IVIA-Po-181,Bacteria;Proteobacteria;Gammaproteobacteria,IVIA-Po-181,SAMN00713622,PRJNA52545,GCA_000214215.1,Complete,"3,89994","44,3",chromosome:NC_015559.1/CP002771.1,,1,3486,2011-05-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/215/GCA_000214215.1_ASM21421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/215/GCF_000214215.1_ASM21421v1
Marinomonas primoryensis,Bacteria;Proteobacteria;Gammaproteobacteria,MPKMM3633,SAMN14517806,PRJNA622482,GCA_013372285.1,Complete,"4,06872","43,4",chromosome KMM3633:NZ_CP054301.1/CP054301.1,,1,3636,2020-06-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/285/GCA_013372285.1_ASM1337228v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/372/285/GCF_013372285.1_ASM1337228v1
Marinomonas profundi,Bacteria;Proteobacteria;Gammaproteobacteria,M1K-6,SAMN18594036,PRJNA719279,GCA_020694005.1,Complete,"3,64806","46,1",chromosome:NZ_CP073013.1/CP073013.1,,1,3257,2021-11-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/694/005/GCA_020694005.1_ASM2069400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/694/005/GCF_020694005.1_ASM2069400v1
Methylocaldum marinum,Bacteria;Proteobacteria;Gammaproteobacteria,S8,SAMD00066775,PRJDB5306,GCA_003584645.1,Complete,"6,08892","58,7",chromosome:NZ_AP017928.1/AP017928.1,,1,5283,2017-09-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/645/GCA_003584645.1_ASM358464v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/584/645/GCF_003584645.1_ASM358464v1
Methylococcus capsulatus str. Bath,Bacteria;Proteobacteria;Gammaproteobacteria,Bath,SAMN02603968,PRJNA21,GCA_000008325.1,Complete,"3,30456","63,6",chromosome:NC_002977.6/AE017282.2,,1,2980,2001-06-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/325/GCA_000008325.1_ASM832v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/325/GCF_000008325.1_ASM832v1
